id,text,theme,polarity,theme_starts,theme_ends,polarity_id
g187147-d1034843-r227563120,Restaurant sans pretention d'après la devanture mais avec une cuisine de qualité !,cuisine,positive,62,69,2
g187147-d1034843-r227563120,"Peu de choix à la carte, mais c'est aussi comme ça qu'on a plus de chance de faire des bons plats!",carte,neutral,18,23,0
g187147-d1034843-r227563120,"Peu de choix à la carte, mais c'est aussi comme ça qu'on a plus de chance de faire des bons plats!",plats,positive,92,97,2
g187147-d1054615-r214901404,"Un local sympathique, un personnel très jeune, agréable, au bar comme au restaurant.",local,positive,3,8,2
g187147-d1054615-r214901404,"Un local sympathique, un personnel très jeune, agréable, au bar comme au restaurant.",personnel,positive,25,34,2
g187147-d1054615-r214901404,"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",repas,negative,58,63,1
g187147-d1054615-r214901404,"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",espace,positive,75,81,2
g187147-d1054615-r214901404,"Le rapport qualité-prix reste tendu, un peu cher pour les repas, même si l'espace est intéressant, entre les arbres.",repas,neutral,58,63,0
g187147-d1077634-r239773694,Les quantités sont microscopiques et les prix stratosphériques!,quantités,negative,4,13,1
g187147-d1077634-r239773694,"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",oeuf cocotte,negative,28,40,1
g187147-d1077634-r239773694,"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",oeuf cocotte,negative,28,40,1
g187147-d1077634-r239773694,"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",plat,negative,74,78,1
g187147-d1077634-r239773694,"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",plat,negative,74,78,1
g187147-d1077634-r239773694,Ambiance du lieu extrêmement bruyante.,Ambiance,negative,0,8,1
g187147-d1089305-r171630135,Cuisine bonne mais au final l'addition est salée,Cuisine,positive,0,7,2
g187147-d1089305-r171630135,"Plats bien exécutés, les sauces sont également bonnes",Plats,positive,0,5,2
g187147-d1089305-r171630135,"Plats bien exécutés, les sauces sont également bonnes",sauces,positive,25,31,2
g187147-d1089305-r171630135,Parpadelle aux écrevisses et palourdes très bon mais légèrement trop gras,Parpadelle aux écrevisses,positive,0,25,2
g187147-d1089305-r171630135,Parpadelle aux écrevisses et palourdes très bon mais légèrement trop gras,palourdes,positive,29,38,2
g187147-d1089305-r171630135,Le veau était goûtu,veau,positive,3,7,2
g187147-d1089305-r171630135,La tarte tatin divine,tarte tatin,positive,3,14,2
g187147-d1099973-r130147318,Accueil très sympa dans ce petit restaurant .,Accueil,positive,0,7,2
g187147-d1099973-r130147318,"Le service est très attentionné ,la salle est petite mais très agréable",service,positive,3,10,2
g187147-d1099973-r130147318,"Le service est très attentionné ,la salle est petite mais très agréable",salle,positive,36,41,2
g187147-d1099973-r130147318,Au niveau de la cuisine c est correct mais ce n est pas exceptionnel !,cuisine,neutral,16,23,0
g187147-d1099973-r130147318,Par contre Le fondant au chocolat est très bon,fondant au chocolat,positive,14,33,2
g187147-d1113739-r231078339,"Des plats correctement servis, un pavé de turbot excellent et des prix corrects pour le quartier.",pavé de turbot,positive,34,48,2
g187147-d1113739-r231078339,"Et pour enrober le tout, un service avec le sourire du début à la fin :) !",service,positive,28,35,2
g187147-d1113739-r231078339,Je reviens toujours en ce lieu avec un vrai plaisir !,lieu,positive,26,30,2
g187147-d1119908-r146734960,Restaurant désormais à éviter.,Restaurant,negative,0,10,1
g187147-d1119908-r146734960,L'entrecôte qui dans le menu était censée être 300 g c'était une portion du gendre cantine de l'école.,entrecôte,negative,2,11,1
g187147-d1119908-r146734960,Et en générale les portions étaient ridicules pour leur prix.,portions,negative,19,27,1
g187147-d1119908-r146734960,Et en générale les portions étaient ridicules pour leur prix.,portions,negative,19,27,1
g187147-d1119908-r146734960,Les pommes sautés étaient des simples frites.,pommes sautés,negative,4,17,1
g187147-d1119908-r146734960,"Dommage, car le décor demeure impressionnant.",décor,positive,16,21,2
g187147-d1163179-r242024621,"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",restau,positive,13,19,2
g187147-d1163179-r242024621,"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",magret au miel,positive,24,38,2
g187147-d1163179-r242024621,"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",soufflé,positive,53,60,2
g187147-d1163179-r242024621,"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",personnel,positive,73,82,2
g187147-d1163179-r242024621,"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",service,positive,101,108,2
g187147-d1163179-r242024621,"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",ambiance,positive,119,127,2
g187147-d1163179-r242024621,"Un excellent restau, le magret au miel est divin, le soufflé parfait, le personnel très agréable, le service rapide, l'ambiance et la déco géniales, un bon moment en famille !",déco,positive,134,138,2
g187147-d1191240-r240499837,Si le plat fut correct (saint jacques - risotto)...il ne fallait pas avoir trop faim...seulement trois saint jacques le tout à peine chaud.,saint jacques - risotto,neutral,24,47,0
g187147-d1191240-r240499837,Si le plat fut correct (saint jacques - risotto)...il ne fallait pas avoir trop faim...seulement trois saint jacques le tout à peine chaud.,plat,neutral,6,10,0
g187147-d1191240-r240499837,Si le plat fut correct (saint jacques - risotto)...il ne fallait pas avoir trop faim...seulement trois saint jacques le tout à peine chaud.,saint jacques - risotto,negative,24,47,1
g187147-d1191240-r240499837,"Pour les autres plat, aucun légume vert n'est proposé en accompagnement il faut se contenter de frites, purée de pommes de terre risotto ou les légumes du pot au feu....Le service inexistant, à la question qu'y a-t-il dans le café gourmand la réponse fut ça dépend...",plat,negative,16,20,1
g187147-d1191240-r240499837,"Pour les autres plat, aucun légume vert n'est proposé en accompagnement il faut se contenter de frites, purée de pommes de terre risotto ou les légumes du pot au feu....Le service inexistant, à la question qu'y a-t-il dans le café gourmand la réponse fut ça dépend...",service,negative,172,179,1
g187147-d1191240-r240499837,Une serveuse qui s’ébouriffe les cheveux derrière le bar...Et la petite touche qui va bien nous sommes ressortis imprégnés d'une odeur de friture...,serveuse,negative,4,12,1
g187147-d1191240-r240499837,Bref inutile de faire un détour pour se restaurer dans ce bistrot,bistrot,negative,58,65,1
g187147-d1211203-r170663157,"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",carte,positive,37,42,2
g187147-d1211203-r170663157,"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",produits,positive,51,59,2
g187147-d1211203-r170663157,"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",plats,positive,81,86,2
g187147-d1211203-r170663157,"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",portions,positive,98,106,2
g187147-d1211203-r170663157,"Et à chaque fois, pas de déception : carte variée, produits frais et de qualité, plats savoureux, portions copieuses et service très sympathique.",service,positive,120,127,2
g187147-d1211203-r280065031,Cela fait trois fois maintenant que je vais dîner à ce restaurant et trois fois que je me régale toujours autant.,restaurant,positive,55,65,2
g187147-d1211203-r280065031,Les plats sont goûteux et dans de bonnes quantités.,plats,positive,4,9,2
g187147-d1211203-r280065031,Les plats sont goûteux et dans de bonnes quantités.,plats,positive,4,9,2
g187147-d1211203-r280065031,"Je conseille fortement la cassolette de moules ou le boudin (s'il revient à la carte), mais dans l'ensemble, tout est bon.",cassolette de moules,positive,26,46,2
g187147-d1211203-r280065031,"Je conseille fortement la cassolette de moules ou le boudin (s'il revient à la carte), mais dans l'ensemble, tout est bon.",boudin,positive,53,59,2
g187147-d1211203-r280065031,"L'assiette de fromage, s'il vous reste un peu de place, est généreuse et excellente.",assiette de fromage,positive,2,21,2
g187147-d1211203-r280065031,"L'assiette de fromage, s'il vous reste un peu de place, est généreuse et excellente.",assiette de fromage,positive,2,21,2
g187147-d1327880-r242392720,"Petit hic: l'assiette de charcuterie proposée à l'apéritif pour deux personnes n'était vraiment pas copieuse, même pour deux personnes.",assiette de charcuterie,negative,13,36,1
g187147-d1327880-r242392720,"Mais pour le reste, cuisine variée, bonne carte de vins, nous reviendrons!",carte de vins,positive,42,55,2
g187147-d1327880-r242392720,"Mais pour le reste, cuisine variée, bonne carte de vins, nous reviendrons!",cuisine,positive,20,27,2
g187147-d1336322-r243511045,Service tres long et glacial.,Service,negative,0,7,1
g187147-d1336322-r243511045,Nourriture surgelée et mal décongelée.,Nourriture,negative,0,10,1
g187147-d1336849-r242014326,Service d'une lenteur incroyable.,Service,negative,0,7,1
g187147-d1336849-r242014326,Un menu unique imposé pour la table de dix (!!!).,menu,negative,3,7,1
g187147-d1336849-r242014326,Choix terrible.,Choix,negative,0,5,1
g187147-d1336849-r242014326,Présentation des plats médiocre.,plats,negative,17,22,1
g187147-d1336849-r242014326,Goût affreux - surtout ne jamais prendre le bœuf d'un derrier goût dégoûtant dans une casserole de puré de pommes de terre comme une soupe amère.,bœuf,negative,44,48,1
g187147-d1336849-r242014326,Impensable que de restaurants comme celui ci existent sur Paris...,restaurants,negative,18,29,1
g187147-d1381523-r158339054,"Au deumerant, c est un endroit original pour fêter son anniversaire ...",endroit,neutral,23,30,0
g187147-d1381523-r158339054,"Nous etions une tablée de 15 un vendredi soir, le service était exécrable, plats froids, pas aimable, restaurant tellement sombre qu on ne voit pas ce qu on y mange (je comprend pourquoi maintenant...)",service,negative,50,57,1
g187147-d1381523-r158339054,"Nous etions une tablée de 15 un vendredi soir, le service était exécrable, plats froids, pas aimable, restaurant tellement sombre qu on ne voit pas ce qu on y mange (je comprend pourquoi maintenant...)",plats,negative,75,80,1
g187147-d1381523-r158339054,"Nous etions une tablée de 15 un vendredi soir, le service était exécrable, plats froids, pas aimable, restaurant tellement sombre qu on ne voit pas ce qu on y mange (je comprend pourquoi maintenant...)",restaurant,negative,102,112,1
g187147-d1381523-r158339054,Le serveur n hésite pas a accuser ses clients de ne pas payer (alors que c est son travail de calculer correctement ..) le manager est agressif et empoigne ses clients sous prétexte qu ils ont pas payer ....,serveur,negative,3,10,1
g187147-d1390879-r184171903,"Cuisine réchauffée au micro ondes, service lent, mais surtout prix tres excessif compte tenu de la qualité assez moyenne.",Cuisine,negative,0,7,1
g187147-d1390879-r184171903,"Cuisine réchauffée au micro ondes, service lent, mais surtout prix tres excessif compte tenu de la qualité assez moyenne.",service,negative,35,42,1
g187147-d1390879-r184171903,Une adresse à éviter.,adresse,negative,4,11,1
g187147-d1392655-r199033401,"Positif: accueil souriant, ambiance sympathique, cadre charmant",accueil,positive,9,16,2
g187147-d1392655-r199033401,"Positif: accueil souriant, ambiance sympathique, cadre charmant",ambiance,positive,27,35,2
g187147-d1392655-r199033401,"Positif: accueil souriant, ambiance sympathique, cadre charmant",cadre,positive,49,54,2
g187147-d1392655-r199033401,Négatif: le contenu de l'assiette,assiette,negative,25,33,1
g187147-d1392655-r199033401,"La carte est courte, ce qui peut être un avantage ( turn-over important donc fraicheur des produits) mais se révèle un inconvénient quand il y a des produits manquants (la truffe ce jour-là), donc choix restreint.",carte,negative,3,8,1
g187147-d1392655-r199033401,"La carte est courte, ce qui peut être un avantage ( turn-over important donc fraicheur des produits) mais se révèle un inconvénient quand il y a des produits manquants (la truffe ce jour-là), donc choix restreint.",produits,negative,149,157,1
g187147-d1392655-r199033401,"Nous avons eu le tort de nous rabattre sur un burger et un fish and chips, erreur fatale: burger moyen, frites molles et grasses, quant au fish and chips impression d'ingurgiter uniquement de la pâte à friture baignée de graisse.",frites,negative,104,110,1
g187147-d1392655-r199033401,"Nous avons eu le tort de nous rabattre sur un burger et un fish and chips, erreur fatale: burger moyen, frites molles et grasses, quant au fish and chips impression d'ingurgiter uniquement de la pâte à friture baignée de graisse.",fish and chips,negative,59,73,1
g187147-d1392655-r199033401,"Nous avons eu le tort de nous rabattre sur un burger et un fish and chips, erreur fatale: burger moyen, frites molles et grasses, quant au fish and chips impression d'ingurgiter uniquement de la pâte à friture baignée de graisse.",burger,negative,46,52,1
g187147-d1392655-r199033401,"La tarte tropézienne bien que délicieuse, n'a pas été suffisante pour rattraper ce déjeuner raté.",tarte tropézienne,positive,3,20,2
g187147-d1392655-r199033401,"La tarte tropézienne bien que délicieuse, n'a pas été suffisante pour rattraper ce déjeuner raté.",tarte tropézienne,negative,3,20,1
g187147-d1450531-r187797211,On aurait du se méfier du restaurant presque vide un vendredi soir.,restaurant,negative,26,36,1
g187147-d1450531-r187797211,"Sous prétexte d'inventaire, il manquait la moitié des plats, entrées et vins.",plats,negative,54,59,1
g187147-d1450531-r187797211,"Sous prétexte d'inventaire, il manquait la moitié des plats, entrées et vins.",vins,negative,72,76,1
g187147-d1450531-r187797211,"Sous prétexte d'inventaire, il manquait la moitié des plats, entrées et vins.",entrées,negative,61,68,1
g187147-d1450531-r187797211,Les toilettes sont immondes et le service est désinvolte au possible.,service,negative,34,41,1
g187147-d1450531-r187797211,Les plats étaient tout de même bons mais maigrichons.,plats,positive,4,9,2
g187147-d1450531-r187797211,Les plats étaient tout de même bons mais maigrichons.,plats,negative,4,9,1
g187147-d1474710-r254855516,"Grosse déception, accueil médiocre.",accueil,negative,18,25,1
g187147-d1474710-r254855516,"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",Poulet,negative,0,6,1
g187147-d1474710-r254855516,"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",frite,negative,19,24,1
g187147-d1474710-r254855516,"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",saumon grillé,negative,47,60,1
g187147-d1474710-r254855516,"Poulet très sec et frite froide pour 15,50 € + saumon grillé très très sec et riz dégeu pour 16,50 €",riz,negative,78,81,1
g187147-d1474710-r268236876,Un endroit à fuir absolument.,endroit,negative,3,10,1
g187147-d1474710-r268236876,"42€ pour deux verres de vin blanc - à peine passable - sans nous avoir donné la carte, bien évidemment.",verres de vin blanc,negative,14,33,1
g187147-d1474710-r268236876,"42€ pour deux verres de vin blanc - à peine passable - sans nous avoir donné la carte, bien évidemment.",verres de vin blanc,negative,14,33,1
g187147-d1474710-r268236876,Des serveurs antipathiques au possible.,serveurs,negative,4,12,1
g187147-d1474710-r268236876,Des chaises bancales et un intérieur déprimant.,intérieur,negative,27,36,1
g187147-d1474710-r268236876,"Pas besoin d'en dire plus, ce bar est affreux",bar,negative,30,33,1
g187147-d1494308-r188893298,"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",Décoration,negative,0,10,1
g187147-d1494308-r188893298,"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",menus,negative,28,33,1
g187147-d1494308-r188893298,"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",service,negative,53,60,1
g187147-d1494308-r188893298,"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",bière,negative,78,83,1
g187147-d1494308-r188893298,"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",viandes,negative,126,133,1
g187147-d1494308-r188893298,"Décoration vieillotte , des menus sales et gras , un service inexistant , une bière chaude qui n'a même pas été changee , des viandes trop cuites ( accompagnées de poires !!) et limités avariées ...",viandes,negative,126,133,1
g187147-d1515398-r264607143,Très bon bistrot.,bistrot,positive,9,16,2
g187147-d1515398-r264607143,"Accueil très très sympa !!! Nous avons très bien mangé avec des plats traditionnels comme à la maison, la qualité mais aussi la quantité sont en rdv !!!",Accueil,positive,0,7,2
g187147-d1515398-r264607143,"Accueil très très sympa !!! Nous avons très bien mangé avec des plats traditionnels comme à la maison, la qualité mais aussi la quantité sont en rdv !!!",plats,positive,64,69,2
g187147-d1515398-r264607143,"Accueil très très sympa !!! Nous avons très bien mangé avec des plats traditionnels comme à la maison, la qualité mais aussi la quantité sont en rdv !!!",plats,positive,64,69,2
g187147-d1515398-r264607143,Bistrot à recommander surtout si vous souhaitez passer un moment à Montmartre sans être dans la cohue des restaurants à touristes !!!,Bistrot,positive,0,7,2
g187147-d1515398-r264607143,Mais pensez à réserver car il n'y a pas beaucoup de places et le bistrot se remplit vite !!!,bistrot,neutral,65,72,0
g187147-d1516382-r258841083,Le veau était tellement vieux .....qu'on aurait dit du mauvais bœuf saignant...,veau,negative,3,7,1
g187147-d1516382-r258841083,Le jambon était racorni,jambon,negative,3,9,1
g187147-d1516382-r258841083,Les pates collantes,pates,negative,4,9,1
g187147-d1516382-r258841083,La crème figée et sans gout,crème,negative,3,8,1
g187147-d1516382-r258841083,Le verre de rosé devait venir d'un fond de cubi,verre de rosé,negative,3,16,1
g187147-d1516382-r258841083,Quant au service je préfère ne pas en parler,service,negative,9,16,1
g187147-d1516382-r258841083,On doit leur faire manger la cuisine du restau.....,cuisine,negative,29,36,1
g187147-d1567976-r183244327,Très décevant malgré un très bon emplacement.,emplacement,positive,33,44,2
g187147-d1567976-r183244327,Serveur pas du tout sympa avec un humour très noir et ni merci ou rien en partant.,Serveur,negative,0,7,1
g187147-d1567976-r183244327,Le saumon n'était pas très frais et la dinde pas assez cuite.,saumon,negative,3,9,1
g187147-d1567976-r183244327,Le saumon n'était pas très frais et la dinde pas assez cuite.,dinde,negative,39,44,1
g187147-d1567976-r183244327,Les desserts maisons apparemment sont corrects.,desserts maisons,neutral,4,20,0
g187147-d1650840-r242497721,L'ambiance est agréable dans ce petit restaurant à la déco sobre et élégante.,ambiance,positive,2,10,2
g187147-d1650840-r242497721,L'ambiance est agréable dans ce petit restaurant à la déco sobre et élégante.,déco,positive,54,58,2
g187147-d1650840-r242497721,Les menus à 20 euros sont servis le midi et le soir et comprennent entrée+ plat+ dessert.,menus à 20 euros,neutral,4,20,0
g187147-d1650840-r242497721,Le service est efficace et la cuisine traditionnelle est très bonne.,service,positive,3,10,2
g187147-d1650840-r242497721,Le service est efficace et la cuisine traditionnelle est très bonne.,cuisine traditionnelle,positive,30,52,2
g187147-d1650840-r242497721,Vous pouvez aussi prendre le menu à 34 euros plus sophistiqué ou choisir la carte.,menu,neutral,29,33,0
g187147-d1769263-r142565528,Un vrai luxe: une terrasse une calme au coeur de Paris!,terrasse,positive,18,26,2
g187147-d1769263-r142565528,"Certes la carte n'est pas géniale, le tarif n'est pas particulièrement bon marché, mais quand il fait beau et que l'on veut déjeuner dehors en s'entendant parler le lieu est appréciable.",carte,negative,10,15,1
g187147-d1769263-r142565528,"Certes la carte n'est pas géniale, le tarif n'est pas particulièrement bon marché, mais quand il fait beau et que l'on veut déjeuner dehors en s'entendant parler le lieu est appréciable.",lieu,positive,165,169,2
g187147-d1774964-r260536177,"Accueil moyen, on a l'impression d'embêter le personnel.",Accueil,negative,0,7,1
g187147-d1774964-r260536177,"On choisit notre menu, le carpaccio vient de métro c'est certain et les frites ne sont pas fraîches.",frites,negative,72,78,1
g187147-d1774964-r260536177,"On choisit notre menu, le carpaccio vient de métro c'est certain et les frites ne sont pas fraîches.",carpaccio,negative,26,35,1
g187147-d1774964-r260536177,Sans parler de la mousse au chocolat qui n'a rien d'une mousse.,mousse au chocolat,negative,18,36,1
g187147-d1774964-r260536177,Petit plus : Un serveur nous a offert un apéritif.,serveur,positive,16,23,2
g187147-d1792445-r174875334,Ce restaurant se situe dans une rue piétonne dédiée aux touristes de masse et est entouré d'autres restaurants du même acabit.,rue piétonne,negative,32,44,1
g187147-d1792445-r174875334,Ce restaurant se situe dans une rue piétonne dédiée aux touristes de masse et est entouré d'autres restaurants du même acabit.,restaurant,negative,3,13,1
g187147-d1792445-r174875334,L'animation y est pénible et bruyante et ne correspond pas au genre d'établissement que nous recherchions.,animation,negative,2,11,1
g187147-d1792445-r174875334,"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",nourriture,negative,3,13,1
g187147-d1792445-r174875334,"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",poisson,negative,40,47,1
g187147-d1792445-r174875334,"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",plat de moules,negative,55,69,1
g187147-d1792445-r174875334,"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",desserts,negative,83,91,1
g187147-d1792445-r174875334,"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.",service,negative,118,125,1
g187147-d1804977-r259316015,Le service dans ce bistro plus que typique parisien est agréablement bon.,bistro,neutral,19,25,0
g187147-d1804977-r259316015,Le service dans ce bistro plus que typique parisien est agréablement bon.,service,positive,3,10,2
g187147-d1804977-r259316015,"Les plats sont décevants, trop gras avec un goût pas agréable.",plats,negative,4,9,1
g187147-d1863423-r275546008,"En commençant par les escargots tièdes et minuscules, l'entre côté pleine de veines sans goût et Sans texture.",escargots,negative,22,31,1
g187147-d1863423-r275546008,"En commençant par les escargots tièdes et minuscules, l'entre côté pleine de veines sans goût et Sans texture.",escargots,negative,22,31,1
g187147-d1863423-r275546008,"En commençant par les escargots tièdes et minuscules, l'entre côté pleine de veines sans goût et Sans texture.",entre côté,negative,56,66,1
g187147-d1863423-r275546008,Les serveuses totalement absentes et incompétente et le responsable aveugle a tout ca.,serveuses,negative,4,13,1
g187147-d1869876-r253058218,"Petit restaurant typiquement parisien, mais les plats sont délicieux !",restaurant,neutral,6,16,0
g187147-d1869876-r253058218,"Petit restaurant typiquement parisien, mais les plats sont délicieux !",plats,positive,48,53,2
g187147-d1869876-r253058218,"Entrée au chèvre chaud, suivi d'un magret de canard miel/citron accompagné de pommes sautées, un vrai délice !",Entrée,positive,0,6,2
g187147-d1869876-r253058218,"Entrée au chèvre chaud, suivi d'un magret de canard miel/citron accompagné de pommes sautées, un vrai délice !",magret de canard,positive,35,51,2
g187147-d1869876-r253058218,Leur cave est également excellente !,cave,positive,5,9,2
g187147-d1869876-r253058218,Bref une adresse à mémoriser et où je retournerais !,adresse,positive,9,16,2
g187147-d1931769-r208098047,Choix du buffet très restreint.,buffet,negative,9,15,1
g187147-d1931769-r208098047,Nourriture tiède.,Nourriture,negative,0,10,1
g187147-d1931769-r208098047,Accueil Moyen.,Accueil,negative,0,7,1
g187147-d1931769-r208098047,Choix de dessert quasi inexistant.,dessert,negative,9,16,1
g187147-d2001829-r195744098,L endroit est sympa mais le service du personnel n était pas au rendez vous,endroit,positive,2,9,2
g187147-d2001829-r195744098,L endroit est sympa mais le service du personnel n était pas au rendez vous,service,negative,28,35,1
g187147-d2001829-r195744098,La nourriture est moyenne,nourriture,negative,3,13,1
g187147-d2001829-r195744098,Pas de viennoiserie pour un brunch pas top même si le concept est américain on est en France et le minimum aurait été un croissant,brunch,negative,28,34,1
g187147-d2001829-r195744098,Le personnel ne surveille pas vos assiettes et l on est obligé d insister pour se faire servir,personnel,negative,3,12,1
g187147-d2001829-r195744098,Le seul point positif est le chocolat chaud,chocolat chaud,positive,29,43,2
g187147-d2001829-r198367000,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :",déco,positive,6,10,2
g187147-d2001829-r198367000,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :",musique,positive,18,25,2
g187147-d2001829-r198367000,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :",nourriture,neutral,27,37,0
g187147-d2001829-r198367000,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :",établissement,positive,78,91,2
g187147-d2001829-r198367000,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :",service,negative,128,135,1
g187147-d2001829-r198367000,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :",nourriture,neutral,27,37,0
g187147-d2001829-r198367000,- Un chef de rang mal aimable qui vous donne l'impression de déranger après avoir à peine poser un pied dans l'établissement,chef de rang,negative,5,17,1
g187147-d2001829-r198367000,- Des serveuses/serveurs sous pression (y compris en tout début de service lorsque l'endroit est quasi-vide) et d'une impolitesse rare,serveuses/serveurs,negative,6,24,1
g187147-d2001829-r198367000,- Mention spécial au barman qui semble être la seule personne sympathique de l'endroit,barman,positive,21,27,2
g187147-d2001829-r198367000,"En bref, la qualité du service est un comble pour un établissement mettant en avant ses influences new-yorkaise!",service,negative,23,30,1
g187147-d2001829-r198367000,"En bref, la qualité du service est un comble pour un établissement mettant en avant ses influences new-yorkaise!",établissement,neutral,53,66,0
g187147-d2058328-r229960356,"Disons le clairement, il s'agit de notre restaurant préféré à Paris!",restaurant,positive,41,51,2
g187147-d2058328-r229960356,Jeudi dernier nous avons particulièrement apprécié l'échine de cochon confite avec ses gnocchis (les meilleures que j'ai été amené à goûter) et ses girolles.,échine de cochon confite,positive,53,77,2
g187147-d2058328-r229960356,Jeudi dernier nous avons particulièrement apprécié l'échine de cochon confite avec ses gnocchis (les meilleures que j'ai été amené à goûter) et ses girolles.,gnocchis,positive,87,95,2
g187147-d2058328-r229960356,"En dessert, en plus de l'incontournable tarte au citron servie autrement, nous nous sommes également régalés avec la brioche perdue...Superbe!",tarte au citron servie autrement,positive,40,72,2
g187147-d2058328-r229960356,"En dessert, en plus de l'incontournable tarte au citron servie autrement, nous nous sommes également régalés avec la brioche perdue...Superbe!",brioche perdue,positive,117,131,2
g187147-d2058328-r229960356,"Bref, dès que nous avons une occasion à fêter, nous allons dans ce restaurant.",restaurant,positive,67,77,2
g187147-d2058328-r229960356,"Dernier point, la salle est sobre et de bon goût!",salle,positive,18,23,2
g187147-d2084844-r196203175,tout était très bien : accueil - déco - repas !,accueil,positive,23,30,2
g187147-d2084844-r196203175,tout était très bien : accueil - déco - repas !,déco,positive,33,37,2
g187147-d2084844-r196203175,tout était très bien : accueil - déco - repas !,repas,positive,40,45,2
g187147-d2087172-r264852052,"La carte annonce des plats frais et savoureux et nous avons malheureusement eu des mets quelconques, voir très passables à des tarifs dépassant la prestation.",mets,negative,83,87,1
